Prediction,Labels,BertScore
     rise in anti-refugee sentiment in austria is caused by terrorism  ,rise in anti-refugee sentiment in austria is caused by crime,0.943
     rise in anti-refugee sentiment in austria    ,rise in anti-refugee sentiment in austria,1.
     crime causes prostitution    ,crime causes radio a fictional private detective,0.207
     crime results in prison  ,crime results in radio a fictional private detective,0.517
     crime causes prostitution,crime causes radio a fictional private detective,0.207
     crime leads to prostitution,crime leads to radio a fictional private detective,0.499
     factors associated with radio a fictional private detective are censorship,The factors associated with radio a fictional private detective are crime,0.697
     due to crime terrorism is caused,Due to crime radio a fictional private detective is caused,0.319
     yes  ,Yes,0.976
     yes                  ,Yes,0.976
     yes                      ,Yes,0.976
     radio a fictional private detective is caused by terrorism  ,radio a fictional private detective is caused by crime,0.877
     radio a fictional private detective  ,radio a fictional private detective,1.
     sea level rise causes flooding      ,sea level rise causes erosion on mounds,0.834
     sea level rise results in flooding    ,sea level rise results in erosion on mounds,0.835
     sea level rise causes flooding      ,sea level rise causes erosion on mounds,0.834
     sea level rise leads to pollution    ,sea level rise leads to erosion on mounds,0.774
     factors associated with erosion on mounds are pollution,The factors associated with erosion on mounds are sea level rise,0.799
     due to sea level rise pollution is caused      ,Due to sea level rise erosion on mounds is caused,0.848
     yes  ,Yes,0.976
     yes                    ,Yes,0.976
     yes  ,Yes,0.976
     erosion on mounds is caused by pollution,erosion on mounds is caused by sea level rise,0.828
     erosion on mounds                                                                    ,erosion on mounds,1.
     illegal drugs causes prostitution,illegal drugs causes kennedy 's overdose death,0.584
     illegal drugs results in prostitution,illegal drugs results in kennedy 's overdose death,0.620
     illegal drugs causes prostitution,illegal drugs causes kennedy 's overdose death,0.584
     illegal drugs leads to addiction,illegal drugs leads to kennedy 's overdose death,0.609
     factors associated with kennedy 's overdose death are drugs  ,The factors associated with kennedy 's overdose death are illegal drugs,0.913
     due to illegal drugs prostitution is caused,Due to illegal drugs kennedy 's overdose death is caused,0.644
     yes                          ,Yes,0.976
     yes                            ,Yes,0.976
     yes                            ,Yes,0.976
     kennedy 's overdose death is caused by drugs  ,kennedy 's overdose death is caused by illegal drugs,0.981
     kennedy 's overdose death                                                                                      ,kennedy 's overdose death,1.000
     crime causes prostitution    ,crime causes bolivarian diaspora,0.619
     crime results in prison  ,crime results in bolivarian diaspora,0.441
     crime causes prostitution,crime causes bolivarian diaspora,0.619
     crime leads to prostitution,crime leads to bolivarian diaspora,0.675
     factors associated with bolivarian diaspora include censorship,The factors associated with bolivarian diaspora are crime,0.784
     due to crime prostitution is caused,Due to crime bolivarian diaspora is caused,0.717
     yes  ,Yes,0.976
     yes                  ,Yes,0.976
     yes                    ,Yes,0.976
     bolivarian diaspora is caused by terrorism  ,bolivarian diaspora is caused by crime,0.943
     bolivarian diaspora                                                                                                  ,bolivarian diaspora,1.000
     crime causes terrorism    ,crime causes crisis in venezuela,0.481
     crime results in terrorism,crime results in crisis in venezuela,0.631
     crime causes pollution,crime causes crisis in venezuela,0.491
     crime leads to pollution,crime leads to crisis in venezuela,0.625
     factors associated with crisis in venezuela are capitalism  ,The factors associated with crisis in venezuela are crime,0.800
     due to crime terrorism is caused,Due to crime crisis in venezuela is caused,0.583
