Prediction,Labels,BertScore
     unwanted pregnancies is caused by prostitution  ,unwanted pregnancies is caused by fornication,tensor([0.8988])
     unwanted pregnancies                                                                                        ,unwanted pregnancies,tensor([1.])
     crime causes prostitution    ,crime causes bob and emmett to flee the state,tensor([0.5038])
     crime results in prostitution,crime results in bob and emmett to flee the state,tensor([0.5159])
     crime causes prostitution,crime causes bob and emmett to flee the state,tensor([0.5038])
     crime leads to prostitution,crime leads to bob and emmett to flee the state,tensor([0.4834])
     factors associated with bob and emmett to flee the state is prostitution,The factors associated with bob and emmett to flee the state are crime,tensor([0.7968])
     due to crime terrorism is caused,Due to crime bob and emmett to flee the state is caused,tensor([0.5906])
     yes  ,Yes,tensor([0.9760])
     yes                          ,Yes,tensor([0.9760])
     yes                                    ,Yes,tensor([0.9760])
     bob and emmett to flee the state is caused by prostitution,bob and emmett to flee the state is caused by crime,tensor([0.9195])
     bob and emmett to flee the state                                                                    ,bob and emmett to flee the state,tensor([1.0000])
     sea level rise causes pollution      ,sea level rise causes natural protection,tensor([0.7755])
     sea level rise results in flooding    ,sea level rise results in natural protection,tensor([0.7795])
     sea level rise causes pollution      ,sea level rise causes natural protection,tensor([0.7755])
     sea level rise leads to pollution    ,sea level rise leads to natural protection,tensor([0.7846])
     factors associated with natural protection are pollution,The factors associated with natural protection are sea level rise,tensor([0.7428])
     due to sea level rise pollution is caused      ,Due to sea level rise natural protection is caused,tensor([0.7911])
     yes  ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     natural protection is caused by pollution  ,natural protection is caused by sea level rise,tensor([0.7706])
     natural protection    ,natural protection,tensor([1.0000])
     myspace causes censorship  ,myspace causes adoption of `` age requirements,tensor([0.6577])
     myspace results in censorship,myspace results in adoption of `` age requirements,tensor([0.6467])
     myspace causes censorship,myspace causes adoption of `` age requirements,tensor([0.6577])
     myspace leads to censorship  ,myspace leads to adoption of `` age requirements,tensor([0.6849])
     factors associated with adoption of `` age requirements are pornography,The factors associated with adoption of `` age requirements are myspace,tensor([0.7538])
     due to myspace pornography is caused  ,Due to myspace adoption of `` age requirements is caused,tensor([0.6813])
     yes                  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     adoption of `` age requirements is caused by pornography,adoption of `` age requirements is caused by myspace,tensor([0.7958])
     adoption of `` age requirements  ,adoption of `` age requirements,tensor([1.0000])
     crime causes prostitution    ,crime causes deaths of an elderly couple,tensor([0.5013])
     crime results in prostitution,crime results in deaths of an elderly couple,tensor([0.5275])
     crime causes prostitution,crime causes deaths of an elderly couple,tensor([0.5013])
     crime leads to prostitution,crime leads to deaths of an elderly couple,tensor([0.5052])
     factors associated with deaths of an elderly couple are pollution,The factors associated with deaths of an elderly couple are crime,tensor([0.8223])
     due to crime pollution is caused,Due to crime deaths of an elderly couple is caused,tensor([0.5596])
     yes                  ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     deaths of an elderly couple is caused by terrorism,deaths of an elderly couple is caused by crime,tensor([0.9127])
     deaths of an elderly couple    ,deaths of an elderly couple,tensor([1.])
     crime causes prostitution    ,crime causes revolt,tensor([0.5840])
     crime results in prostitution,crime results in revolt,tensor([0.6803])
     crime causes prostitution,crime causes revolt,tensor([0.5840])
     crime leads to prostitution,crime leads to revolt,tensor([0.7120])
     factors associated with revolt are slavery  ,The factors associated with revolt are crime,tensor([0.6621])
     due to crime terrorism is caused,Due to crime revolt is caused,tensor([0.6584])
     yes        ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     revolt is caused by terrorism  ,revolt is caused by crime,tensor([0.8643])
     revolt      ,revolt,tensor([1.0000])
     crime causes prostitution    ,crime causes unsafe neighborhoods,tensor([0.6707])
     crime results in prostitution,crime results in unsafe neighborhoods,tensor([0.6798])
     crime causes prostitution,crime causes unsafe neighborhoods,tensor([0.6707])
     crime leads to prostitution,crime leads to unsafe neighborhoods,tensor([0.7060])
     factors associated with unsafe neighborhoods are prostitution  ,The factors associated with unsafe neighborhoods are crime,tensor([0.7970])
     due to crime prostitution is caused,Due to crime unsafe neighborhoods is caused,tensor([0.6767])
     yes          ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     unsafe neighborhoods is caused by prostitution  ,unsafe neighborhoods is caused by crime,tensor([0.8346])
     unsafe neighborhoods                                                                                                                    ,unsafe neighborhoods,tensor([1.0000])
th causes censorship,truth causes forum of communication,tensor([0.3765])
     truth results in fascism  ,truth results in forum of communication,tensor([0.5826])
th causes censorship,truth causes forum of communication,tensor([0.3765])
     truth leads to pornography,truth leads to forum of communication,tensor([0.6447])
     factors associated with forum of communication are pollution  ,The factors associated with forum of communication are truth,tensor([0.7500])
     due to truth censorship is caused,Due to truth forum of communication is caused,tensor([0.7013])
     truth,Yes,tensor([0.9966])
     yes          ,Yes,tensor([0.9760])
